scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr10_1852,1,5000,2400,4799,442,15.0,5.0,0.5,0.0735,0.05
chr10_1855,1,5000,2372,4744,289,4.0,8.0,-0.3333,-0.046,-0.0299
chr10_1857,1,5000,1740,3479,385,8.0,3.0,0.4545,0.0407,0.0289
chr10_1859,1,5000,1378,2755,351,10.0,3.0,0.5385,0.07,0.0473
chr10_185,1,5000,1659,3318,374,4.0,3.0,0.1429,0.0078,0.0056
chr10_1860,1,5000,1998,3995,298,5.0,3.0,0.25,0.0241,0.0161
chr10_1862,1,5000,2018,4035,387,6.0,13.0,-0.3684,-0.0673,-0.0412
chr10_186,1,5000,2237,4474,395,7.0,2.0,0.5556,0.0532,0.0355
chr10_1872,1,5000,2459,4917,640,11.0,7.0,0.2222,0.0208,0.0158
chr10_1873,1,5000,2141,4281,249,3.0,6.0,-0.3333,-0.04,-0.0268
chr10_1874,1,5000,2368,4736,297,5.0,6.0,-0.0909,-0.0133,-0.0084
chr10_1875,1,5000,2391,4782,514,10.0,6.0,0.25,0.0245,0.0178
chr10_1877,1,5000,2134,4268,452,9.0,5.0,0.2857,0.0274,0.0195
chr10_1879,1,5000,1810,3620,378,9.0,16.0,-0.28,-0.0614,-0.0361
chr10_1880,1,5000,2141,4282,391,5.0,7.0,-0.1667,-0.0168,-0.0115
chr10_1882,1,5000,2167,4333,351,5.0,6.0,-0.0909,-0.0089,-0.0056
chr10_1883,1,5000,2500,5000,498,12.0,11.0,0.0435,0.0053,0.0036
chr10_1884,1,5000,2500,5000,393,14.0,4.0,0.5556,0.0769,0.0495
chr10_1885,1,5000,2343,4686,399,7.0,2.0,0.5556,0.0439,0.0267
chr10_1887,1,5000,2059,4117,570,10.0,11.0,-0.0476,-0.0055,-0.0037
chr10_1890,1,5000,1744,3487,314,10.0,9.0,0.0526,0.0122,0.0069
chr10_1897,1,5000,2500,5000,537,15.0,8.0,0.3043,0.05,0.0306
chr10_1900,1,5000,2245,4489,468,14.0,8.0,0.2727,0.0472,0.0284
chr10_1905,1,5000,2439,4877,509,5.0,4.0,0.1111,0.0084,0.0051
chr10_1909,1,5000,1028,2056,268,2.0,8.0,-0.6,-0.0896,-0.0508
chr10_190,1,5000,2218,4435,496,10.0,9.0,0.0526,0.0074,0.0046
chr10_1911,1,5000,2500,5000,361,4.0,8.0,-0.3333,-0.0364,-0.0267
chr10_1914,1,5000,2156,4311,319,10.0,2.0,0.6667,0.0734,0.0506
chr10_1915,1,5000,2245,4490,460,6.0,10.0,-0.25,-0.0238,-0.0175
chr10_1917,1,5000,2242,4483,458,6.0,6.0,0.0,0.0,0.0
chr10_1919,1,5000,2250,4499,368,5.0,4.0,0.1111,0.0092,0.0063
chr10_191,1,5000,2312,4623,504,6.0,10.0,-0.25,-0.0336,-0.0227
chr10_1921,1,5000,2356,4711,557,13.0,10.0,0.1304,0.0179,0.0119
chr10_1922,1,5000,2500,5000,426,7.0,7.0,0.0,0.0,0.0
chr10_1923,1,5000,2082,4163,301,2.0,6.0,-0.5,-0.0455,-0.0308
chr10_1924,1,5000,2500,5000,460,8.0,5.0,0.2308,0.0222,0.0154
chr10_1925,1,5000,2103,4205,410,8.0,4.0,0.3333,0.0381,0.0258
chr10_1926,1,5000,2500,5000,537,9.0,11.0,-0.1,-0.0142,-0.0098
chr10_1927,1,5000,2123,4245,320,6.0,1.0,0.7143,0.0588,0.0459
chr10_1930,1,5000,2183,4365,541,12.0,14.0,-0.0769,-0.0133,-0.0085
chr10_1932,1,5000,2218,4436,415,12.0,9.0,0.1429,0.0252,0.0146
chr10_1933,1,5000,2165,4329,493,10.0,17.0,-0.2593,-0.0479,-0.0302
chr10_1934,1,5000,2081,4161,420,12.0,6.0,0.3333,0.0484,0.0321
chr10_1935,1,5000,2313,4625,450,20.0,7.0,0.4815,0.134,0.0718
chr10_1936,1,5000,2500,5000,570,10.0,6.0,0.25,0.0286,0.017
chr10_1937,1,5000,2360,4719,543,20.0,8.0,0.4286,0.0774,0.0496
chr10_1944,1,5000,2049,4098,311,6.0,5.0,0.0909,0.0116,0.0072
chr10_1945,1,5000,2354,4707,315,8.0,9.0,-0.0588,-0.0114,-0.0075
chr10_1946,1,5000,2238,4475,525,10.0,10.0,0.0,0.0,0.0
chr10_1951,1,5000,1903,3806,216,4.0,5.0,-0.1111,-0.0154,-0.0092
chr10_1957,1,5000,1367,2733,253,10.0,4.0,0.4286,0.0833,0.0536
chr10_1960,1,5000,2229,4458,404,7.0,6.0,0.0769,0.0088,0.0059
chr10_1961,1,5000,1786,3572,477,14.0,14.0,0.0,0.0,0.0
chr10_1965,1,5000,2130,4259,225,7.0,5.0,0.1667,0.0308,0.0225
chr10_1966,1,5000,2061,4121,350,2.0,9.0,-0.6364,-0.0654,-0.044
chr10_1969,1,5000,2369,4738,396,4.0,9.0,-0.3846,-0.0403,-0.0269
chr10_1970,1,5000,2311,4621,458,3.0,10.0,-0.5385,-0.0569,-0.0368
chr10_1971,1,5000,1289,2577,244,5.0,5.0,0.0,0.0,0.0
chr10_1974,1,5000,2224,4447,476,8.0,9.0,-0.0588,-0.0076,-0.0048
chr10_1975,1,5000,2226,4452,441,21.0,8.0,0.4483,0.1016,0.0637
chr10_1978,1,5000,2366,4732,504,12.0,6.0,0.3333,0.0417,0.0265
chr10_197,1,5000,1657,3313,287,3.0,4.0,-0.1429,-0.0128,-0.0091
chr10_1986,1,5000,2376,4751,362,9.0,4.0,0.3846,0.0588,0.0365
chr10_1989,1,5000,2279,4557,334,10.0,5.0,0.3333,0.0463,0.0323
chr10_198,1,5000,2500,5000,558,17.0,14.0,0.0968,0.0199,0.0122
chr10_1997,1,5000,1959,3918,268,5.0,2.0,0.4286,0.0588,0.0303
chr10_1998,1,5000,891,1782,225,4.0,4.0,0.0,0.0,0.0
chr10_1999,1,5000,2222,4443,426,3.0,4.0,-0.1429,-0.0099,-0.0068
chr10_199,1,5000,2185,4370,566,9.0,9.0,0.0,0.0,0.0
chr10_2000,1,5000,2500,5000,484,10.0,8.0,0.1111,0.0189,0.0118
chr10_2001,1,5000,1880,3759,526,9.0,11.0,-0.1,-0.0155,-0.0104
chr10_2002,1,5000,1836,3671,338,7.0,6.0,0.0769,0.0164,0.0109
chr10_2005,1,5000,2363,4725,436,17.0,4.0,0.619,0.115,0.0734
chr10_2006,1,5000,2500,5000,562,18.0,9.0,0.3333,0.0495,0.0356
chr10_2008,1,5000,641,1281,249,5.0,5.0,0.0,0.0,0.0
chr10_2010,1,5000,1518,3036,248,7.0,3.0,0.4,0.0741,0.0381
chr10_2020,1,5000,2208,4415,302,8.0,11.0,-0.1579,-0.0462,-0.0263
chr10_2024,1,5000,2144,4288,394,4.0,3.0,0.1429,0.0106,0.0072
chr10_2025,1,5000,2500,5000,619,10.0,8.0,0.1111,0.0139,0.0099
chr10_2027,1,5000,2478,4955,487,9.0,13.0,-0.1818,-0.044,-0.0276
chr10_2029,1,5000,2402,4804,325,17.0,7.0,0.4167,0.0943,0.0595
chr10_2030,1,5000,2234,4467,439,10.0,7.0,0.1765,0.0248,0.0158
chr10_2031,1,5000,2382,4763,514,9.0,9.0,0.0,0.0,0.0
chr10_2033,1,5000,2376,4752,499,10.0,2.0,0.6667,0.0588,0.0379
chr10_2034,1,5000,2500,5000,643,24.0,8.0,0.5,0.0847,0.0548
chr10_2037,1,5000,2500,5000,386,9.0,5.0,0.2857,0.0342,0.0211
chr10_2039,1,5000,2500,5000,437,14.0,6.0,0.4,0.0563,0.0346
chr10_203,1,5000,2153,4305,435,8.0,9.0,-0.0588,-0.0082,-0.0051
chr10_2041,1,5000,1141,2281,295,7.0,7.0,0.0,0.0,0.0
chr10_2042,1,5000,2500,5000,372,6.0,6.0,0.0,0.0,0.0
chr10_2043,1,5000,2500,5000,548,4.0,8.0,-0.3333,-0.0292,-0.0185
chr10_2045,1,5000,1385,2769,181,1.0,1.0,0.0,0.0,0.0
chr10_2047,1,5000,2264,4528,518,11.0,9.0,0.1,0.012,0.008
chr10_204,1,5000,2031,4062,302,6.0,7.0,-0.0769,-0.0101,-0.0074
chr10_2050,1,5000,2144,4288,415,11.0,2.0,0.6923,0.0726,0.052
chr10_2052,1,5000,1783,3566,429,6.0,14.0,-0.4,-0.0625,-0.0417
chr10_2054,1,5000,1812,3624,324,4.0,5.0,-0.1111,-0.0105,-0.0066
chr10_2058,1,5000,2500,5000,419,8.0,7.0,0.0667,0.0092,0.006
chr10_205,1,5000,1807,3614,432,11.0,17.0,-0.2143,-0.06,-0.0349
chr10_2063,1,5000,2266,4532,457,5.0,4.0,0.1111,0.0078,0.0053
chr10_2069,1,5000,1134,2267,215,4.0,4.0,0.0,0.0,0.0
chr10_206,1,5000,2500,5000,522,9.0,19.0,-0.3571,-0.0685,-0.0457
chr10_2072,1,5000,2251,4502,440,15.0,12.0,0.1111,0.0246,0.0152
chr10_2074,1,5000,2500,5000,635,17.0,11.0,0.2143,0.0296,0.0184
chr10_2078,1,5000,2500,5000,415,14.0,6.0,0.4,0.0611,0.039
chr10_2079,1,5000,396,791,91,1.0,7.0,-0.75,-0.1667,-0.0984
chr10_207,1,5000,2283,4565,440,20.0,18.0,0.0526,0.0169,0.0107
chr10_2080,1,5000,2170,4340,501,5.0,4.0,0.1111,0.0067,0.0041
chr10_2083,1,5000,2331,4662,325,5.0,6.0,-0.0909,-0.0104,-0.0068
chr10_2085,1,5000,1186,2371,221,6.0,8.0,-0.1429,-0.0238,-0.0153
chr10_2087,1,5000,2500,5000,786,16.0,15.0,0.0323,0.0042,0.0026
chr10_2089,1,5000,2500,5000,428,7.0,5.0,0.1667,0.0161,0.011
chr10_2090,1,5000,2128,4255,457,6.0,12.0,-0.3333,-0.0408,-0.0256
chr10_2091,1,5000,2265,4530,435,8.0,5.0,0.2308,0.02,0.0137
chr10_2092,1,5000,2500,5000,542,27.0,16.0,0.2558,0.0675,0.0403
chr10_2094,1,5000,2385,4769,449,19.0,8.0,0.4074,0.0748,0.0445
chr10_2099,1,5000,2371,4741,541,21.0,8.0,0.4483,0.0798,0.0514
chr10_209,1,5000,1670,3340,375,11.0,6.0,0.2941,0.051,0.0329
chr10_2105,1,5000,2376,4752,382,22.0,11.0,0.3333,0.0909,0.0547
chr10_2107,1,5000,2228,4455,642,28.0,9.0,0.5135,0.1187,0.0722
chr10_2113,1,5000,2234,4468,309,14.0,5.0,0.4737,0.1452,0.0677
chr10_2115,1,5000,2351,4702,452,11.0,11.0,0.0,0.0,0.0
chr10_2117,1,5000,554,1107,109,12.0,0.0,1.0,0.4,0.2449
chr10_2118,1,5000,1196,2392,228,7.0,2.0,0.5556,0.0602,0.0424
chr10_211,1,5000,2365,4730,462,5.0,13.0,-0.4444,-0.064,-0.0412
chr10_2121,1,5000,1941,3881,380,11.0,6.0,0.2941,0.0532,0.0338
chr10_2122,1,5000,2486,4972,458,12.0,8.0,0.2,0.0305,0.019
chr10_2124,1,5000,2125,4249,468,17.0,10.0,0.2593,0.056,0.0355
chr10_2125,1,5000,2365,4730,370,9.0,3.0,0.5,0.0455,0.0343
chr10_2127,1,5000,2065,4129,429,7.0,9.0,-0.125,-0.0152,-0.0106
chr10_2130,1,5000,2459,4917,532,11.0,9.0,0.1,0.0115,0.008
chr10_2133,1,5000,2107,4214,360,7.0,5.0,0.1667,0.0211,0.0142
chr10_2134,1,5000,1832,3664,235,1.0,7.0,-0.75,-0.0909,-0.0571
chr10_2135,1,5000,1801,3602,327,2.0,5.0,-0.4286,-0.0423,-0.028
chr10_2136,1,5000,1776,3551,381,5.0,3.0,0.25,0.0235,0.0169
chr10_2137,1,5000,2356,4712,355,7.0,4.0,0.2727,0.0366,0.0242
chr10_2140,1,5000,2301,4602,628,13.0,6.0,0.3684,0.0443,0.0273
chr10_2141,1,5000,2243,4486,348,13.0,6.0,0.3684,0.0686,0.0486
chr10_2143,1,5000,2500,5000,491,19.0,6.0,0.52,0.104,0.0707
chr10_2144,1,5000,2240,4479,590,14.0,12.0,0.0769,0.0111,0.0074
chr10_2148,1,5000,2278,4556,478,19.0,6.0,0.52,0.1032,0.0688
chr10_2149,1,5000,2250,4499,379,16.0,5.0,0.5238,0.125,0.0743
chr10_2153,1,5000,2225,4450,607,49.0,9.0,0.6897,0.2424,0.1493
chr10_2154,1,5000,2377,4754,247,22.0,3.0,0.76,0.3065,0.1959
chr10_2161,1,5000,2500,5000,473,10.0,8.0,0.1111,0.0163,0.0109
chr10_2167,1,5000,2500,5000,553,9.0,15.0,-0.25,-0.0366,-0.025
chr10_2173,1,5000,1860,3720,354,8.0,7.0,0.0667,0.0082,0.0061
chr10_2174,1,5000,2024,4047,628,27.0,17.0,0.2273,0.0541,0.0329
chr10_2177,1,5000,1491,2981,318,9.0,7.0,0.125,0.0215,0.0156
chr10_2180,1,5000,2500,5000,379,15.0,7.0,0.3636,0.0734,0.0488
chr10_2182,1,5000,2305,4609,503,26.0,6.0,0.625,0.1307,0.0741
chr10_2186,1,5000,2239,4478,486,9.0,8.0,0.0588,0.0075,0.0044
chr10_2187,1,5000,2361,4722,361,11.0,9.0,0.1,0.0177,0.0114
chr10_2188,1,5000,2500,5000,509,14.0,22.0,-0.2222,-0.0541,-0.0301
chr10_2195,1,5000,2210,4419,216,3.0,3.0,0.0,0.0,0.0
chr10_2196,1,5000,2164,4328,224,4.0,4.0,0.0,0.0,0.0
chr10_2197,1,5000,2252,4504,305,9.0,6.0,0.2,0.028,0.018
chr10_2198,1,5000,1726,3451,238,6.0,6.0,0.0,0.0,0.0
chr10_219,1,5000,2250,4500,462,10.0,13.0,-0.1304,-0.0242,-0.0146
chr10_2202,1,5000,2362,4724,359,6.0,12.0,-0.3333,-0.0682,-0.039
chr10_2203,1,5000,2500,5000,568,16.0,10.0,0.2308,0.0341,0.0209
chr10_2204,1,5000,2132,4264,337,7.0,4.0,0.2727,0.0337,0.0211
chr10_2205,1,5000,2012,4024,313,9.0,5.0,0.2857,0.0449,0.0301
chr10_2206,1,5000,1639,3278,241,2.0,16.0,-0.7778,-0.1818,-0.112
chr10_2207,1,5000,993,1986,232,3.0,8.0,-0.4545,-0.0581,-0.041
chr10_2213,1,5000,1999,3997,274,2.0,4.0,-0.3333,-0.0364,-0.0225
chr10_2215,1,5000,2417,4834,302,7.0,4.0,0.2727,0.0476,0.0316
chr10_2216,1,5000,2316,4632,401,5.0,9.0,-0.2857,-0.0408,-0.0261
chr10_2217,1,5000,2191,4382,452,9.0,6.0,0.2,0.028,0.0199
chr10_2218,1,5000,2345,4689,473,9.0,12.0,-0.1429,-0.0242,-0.0173
chr10_2219,1,5000,1865,3729,238,5.0,11.0,-0.375,-0.1,-0.0577
chr10_221,1,5000,2382,4764,481,9.0,14.0,-0.2174,-0.0327,-0.022
chr10_2220,1,5000,2376,4752,321,6.0,5.0,0.0909,0.0094,0.006
chr10_2223,1,5000,2500,5000,425,13.0,8.0,0.2381,0.0279,0.0205
chr10_2228,1,5000,2500,5000,441,12.0,6.0,0.3333,0.0414,0.0284
chr10_2229,1,5000,2500,5000,410,12.0,11.0,0.0435,0.0068,0.0044
chr10_222,1,5000,2197,4394,398,34.0,6.0,0.7,0.2276,0.1373
chr10_2230,1,5000,2145,4290,494,6.0,11.0,-0.2941,-0.0329,-0.0213
chr10_2232,1,5000,734,1467,136,3.0,3.0,0.0,0.0,0.0
chr10_223,1,5000,2215,4430,470,29.0,2.0,0.871,0.2477,0.1385
chr10_2248,1,5000,2324,4647,386,6.0,31.0,-0.6757,-0.2427,-0.1582
chr10_224,1,5000,1944,3888,285,20.0,5.0,0.6,0.2586,0.1515
chr10_2250,1,5000,2377,4754,413,8.0,7.0,0.0667,0.0085,0.0055
chr10_2256,1,5000,2500,5000,463,12.0,10.0,0.0909,0.0198,0.0123
chr10_2259,1,5000,2181,4362,459,8.0,6.0,0.1429,0.0182,0.0123
chr10_225,1,5000,2361,4722,550,34.0,11.0,0.5111,0.217,0.1264
chr10_2262,1,5000,2155,4310,481,21.0,12.0,0.2727,0.0634,0.038
chr10_2264,1,5000,2371,4742,533,13.0,22.0,-0.2571,-0.0511,-0.0335
chr10_2265,1,5000,2433,4865,636,19.0,16.0,0.0857,0.0164,0.0097
chr10_2266,1,5000,2220,4440,610,10.0,12.0,-0.0909,-0.0124,-0.0077
chr10_2268,1,5000,1863,3726,238,15.0,5.0,0.5,0.1205,0.069
chr10_226,1,5000,2308,4615,381,7.0,9.0,-0.125,-0.0198,-0.0127
chr10_2279,1,5000,2368,4735,273,2.0,7.0,-0.5556,-0.0694,-0.042
chr10_227,1,5000,2321,4641,468,7.0,8.0,-0.0667,-0.0069,-0.0048
chr10_2281,1,5000,2364,4727,417,12.0,10.0,0.0909,0.0131,0.0087
chr10_2284,1,5000,2376,4751,428,23.0,14.0,0.2432,0.0652,0.0415
chr10_2286,1,5000,2378,4755,615,17.0,6.0,0.4783,0.0585,0.0394
chr10_2288,1,5000,2500,5000,308,14.0,8.0,0.2727,0.069,0.0458
chr10_2289,1,5000,2374,4748,462,11.0,6.0,0.2941,0.0368,0.0269
chr10_2292,1,5000,2197,4393,316,14.0,9.0,0.2174,0.049,0.0318
chr10_2293,1,5000,2180,4360,457,30.0,3.0,0.8182,0.2213,0.1317
chr10_2294,1,5000,2500,5000,484,29.0,7.0,0.6111,0.1897,0.1152
chr10_2302,1,5000,2497,4993,592,26.0,11.0,0.4054,0.1111,0.0638
chr10_2303,1,5000,1954,3907,423,17.0,9.0,0.3077,0.0816,0.0462
chr10_2307,1,5000,2249,4497,351,9.0,3.0,0.5,0.0571,0.0387
chr10_2312,1,5000,2235,4470,574,22.0,14.0,0.2222,0.0485,0.0327
chr10_2317,1,5000,2500,5000,418,9.0,12.0,-0.1429,-0.0205,-0.0146
chr10_2325,1,5000,2500,5000,518,30.0,9.0,0.5385,0.1419,0.0843
chr10_2327,1,5000,2437,4873,500,27.0,17.0,0.2273,0.0676,0.0379
chr10_2334,1,5000,2363,4726,531,17.0,10.0,0.2593,0.0473,0.0323
chr10_2335,1,5000,2363,4726,476,20.0,8.0,0.4286,0.0833,0.0494
chr10_2336,1,5000,2452,4903,599,12.0,14.0,-0.0769,-0.0098,-0.0069
chr10_2338,1,5000,2299,4597,563,24.0,17.0,0.1707,0.0361,0.0223
chr10_233,1,5000,2500,5000,436,14.0,7.0,0.3333,0.049,0.0355
chr10_2342,1,5000,1727,3454,409,22.0,7.0,0.5172,0.1667,0.0993
chr10_2343,1,5000,2093,4185,412,5.0,10.0,-0.3333,-0.04,-0.0269
chr10_2344,1,5000,2299,4597,454,7.0,7.0,0.0,0.0,0.0
chr10_2345,1,5000,2500,5000,520,7.0,6.0,0.0769,0.0065,0.0045
chr10_2346,1,5000,1845,3690,234,7.0,5.0,0.1667,0.0227,0.0155
chr10_2348,1,5000,1050,2100,340,11.0,5.0,0.375,0.0444,0.0355
chr10_2349,1,5000,2378,4756,450,6.0,3.0,0.3333,0.0194,0.0138
chr10_2350,1,5000,2227,4454,340,7.0,6.0,0.0769,0.013,0.0076
chr10_2352,1,5000,2360,4719,486,10.0,3.0,0.5385,0.0483,0.0314
chr10_2355,1,5000,2480,4960,521,3.0,7.0,-0.4,-0.0263,-0.017
chr10_2356,1,5000,2373,4746,573,7.0,11.0,-0.2222,-0.0225,-0.0148
chr10_2358,1,5000,2378,4756,460,12.0,3.0,0.6,0.0732,0.0523
chr10_2359,1,5000,2364,4727,407,10.0,2.0,0.6667,0.0727,0.0437
chr10_235,1,5000,2486,4972,432,9.0,5.0,0.2857,0.036,0.0244
chr10_2366,1,5000,2500,5000,537,23.0,7.0,0.5333,0.0904,0.0599
chr10_2368,1,5000,2500,5000,591,13.0,14.0,-0.037,-0.0075,-0.0043
chr10_2369,1,5000,2321,4642,535,36.0,6.0,0.7143,0.184,0.121
chr10_236,1,5000,2272,4543,429,3.0,9.0,-0.5,-0.048,-0.0335
chr10_2370,1,5000,2500,5000,524,12.0,7.0,0.2632,0.0282,0.0203
chr10_2371,1,5000,2006,4011,323,11.0,2.0,0.6923,0.1154,0.0692
chr10_2372,1,5000,2269,4538,337,5.0,6.0,-0.0909,-0.0094,-0.0065
chr10_2373,1,5000,2036,4071,308,18.0,4.0,0.6364,0.1628,0.0986
chr10_2374,1,5000,2359,4718,493,17.0,4.0,0.619,0.104,0.0622
chr10_2375,1,5000,2109,4217,409,39.0,8.0,0.6596,0.2818,0.1566
chr10_2378,1,5000,1909,3818,307,3.0,2.0,0.2,0.0096,0.0067
chr10_2383,1,5000,2133,4266,496,24.0,9.0,0.4545,0.1014,0.061
chr10_2384,1,5000,2303,4606,315,8.0,3.0,0.4545,0.0588,0.0309
chr10_2387,1,5000,2212,4423,440,17.0,9.0,0.3077,0.0556,0.0362
chr10_238,1,5000,1031,2061,187,3.0,2.0,0.2,0.0189,0.0127
chr10_2392,1,5000,2303,4605,521,7.0,6.0,0.0769,0.0067,0.0044
chr10_2393,1,5000,2500,5000,607,24.0,11.0,0.3714,0.0813,0.0502
chr10_2394,1,5000,2500,5000,426,26.0,4.0,0.7333,0.1982,0.1302
chr10_2399,1,5000,2297,4593,491,22.0,10.0,0.375,0.0645,0.0467
chr10_2400,1,5000,2374,4748,426,11.0,14.0,-0.12,-0.0224,-0.0134
chr10_2403,1,5000,2362,4724,486,12.0,9.0,0.1429,0.0265,0.0159
chr10_2404,1,5000,2390,4779,445,8.0,12.0,-0.2,-0.0364,-0.0199
chr10_2407,1,5000,2032,4063,424,9.0,7.0,0.125,0.0156,0.0104
chr10_2408,1,5000,2395,4789,444,4.0,6.0,-0.2,-0.0156,-0.0103
chr10_2409,1,5000,2500,5000,543,11.0,9.0,0.1,0.0111,0.0078
chr10_2410,1,5000,2500,5000,370,2.0,7.0,-0.5556,-0.0459,-0.0303
chr10_2411,1,5000,2290,4579,408,6.0,5.0,0.0909,0.0105,0.0066
chr10_2418,1,5000,2158,4316,343,9.0,5.0,0.2857,0.04,0.0256
chr10_2419,1,5000,2225,4449,370,9.0,5.0,0.2857,0.0328,0.0247
chr10_241,1,5000,2286,4572,461,8.0,7.0,0.0667,0.0079,0.0051
chr10_2422,1,5000,2307,4613,579,16.0,10.0,0.2308,0.0426,0.0252
chr10_2423,1,5000,2337,4674,527,9.0,11.0,-0.1,-0.0129,-0.0088
chr10_2424,1,5000,2375,4749,495,6.0,9.0,-0.2,-0.0204,-0.014
chr10_2425,1,5000,2043,4085,442,8.0,10.0,-0.1111,-0.0194,-0.0117
chr10_2427,1,5000,2250,4500,535,13.0,10.0,0.1304,0.0219,0.0156
chr10_2435,1,5000,691,1381,103,1.0,2.0,-0.3333,-0.0714,-0.0323
chr10_2439,1,5000,2426,4852,463,7.0,20.0,-0.4815,-0.0985,-0.0644
chr10_243,1,5000,2380,4760,402,12.0,8.0,0.2,0.0336,0.0221
chr10_2440,1,5000,2309,4617,574,29.0,6.0,0.6571,0.1544,0.0935
chr10_2441,1,5000,2500,5000,657,15.0,17.0,-0.0625,-0.01,-0.0068
chr10_2445,1,5000,2485,4970,484,21.0,8.0,0.4483,0.0839,0.052
chr10_2448,1,5000,1696,3392,188,3.0,4.0,-0.1429,-0.0213,-0.0133
chr10_2449,1,5000,2114,4228,388,14.0,7.0,0.3333,0.0556,0.0405
chr10_244,1,5000,2500,5000,564,5.0,4.0,0.1111,0.0053,0.0036
chr10_2450,1,5000,2341,4681,336,10.0,7.0,0.1765,0.0306,0.0205
chr10_2451,1,5000,2500,5000,606,8.0,6.0,0.1429,0.011,0.0072
chr10_2455,1,5000,2500,5000,563,24.0,8.0,0.5,0.1096,0.0623
chr10_2456,1,5000,2370,4739,554,10.0,11.0,-0.0476,-0.007,-0.0044
chr10_2458,1,5000,2295,4589,517,11.0,9.0,0.1,0.0123,0.0086
chr10_2459,1,5000,2365,4729,559,20.0,8.0,0.4286,0.08,0.0496
chr10_245,1,5000,2500,5000,490,9.0,8.0,0.0588,0.0067,0.0049
chr10_2460,1,5000,2351,4702,509,21.0,19.0,0.05,0.0121,0.0079
chr10_2461,1,5000,2500,5000,618,13.0,20.0,-0.2121,-0.0473,-0.0272
chr10_2462,1,5000,2389,4778,550,14.0,18.0,-0.125,-0.0237,-0.0155
chr10_2463,1,5000,2323,4645,621,14.0,7.0,0.3333,0.0395,0.0259
chr10_2466,1,5000,1369,2738,298,7.0,9.0,-0.125,-0.029,-0.0179
chr10_2467,1,5000,2229,4458,448,7.0,7.0,0.0,0.0,0.0
chr10_2471,1,5000,2338,4676,559,8.0,8.0,0.0,0.0,0.0
chr10_2472,1,5000,2500,5000,482,13.0,8.0,0.2381,0.0321,0.0209
chr10_2474,1,5000,2223,4446,347,8.0,1.0,0.7778,0.0673,0.0464
chr10_2476,1,5000,2370,4739,710,10.0,10.0,0.0,0.0,0.0
chr10_2477,1,5000,2500,5000,504,16.0,12.0,0.1429,0.0247,0.0156
chr10_2479,1,5000,2037,4073,409,7.0,3.0,0.4,0.036,0.0248
chr10_2480,1,5000,2407,4814,493,13.0,11.0,0.0833,0.0123,0.0085
chr10_2483,1,5000,2500,5000,460,5.0,9.0,-0.2857,-0.0331,-0.0207
chr10_2487,1,5000,2376,4751,506,10.0,7.0,0.1765,0.0189,0.0126
chr10_2488,1,5000,2246,4492,428,2.0,9.0,-0.6364,-0.0522,-0.0327
chr10_2492,1,5000,2280,4559,366,9.0,7.0,0.125,0.0233,0.0148
chr10_2493,1,5000,2265,4530,537,15.0,11.0,0.1538,0.0268,0.0183
chr10_2494,1,5000,1966,3932,403,3.0,8.0,-0.4545,-0.0435,-0.0262
chr10_2496,1,5000,2500,5000,717,12.0,16.0,-0.1429,-0.0184,-0.0125
chr10_24,1,5000,2018,4036,395,3.0,1.0,0.5,0.025,0.0161
chr10_2500,1,5000,2500,5000,518,16.0,7.0,0.3913,0.0672,0.0431
chr10_2503,1,5000,1684,3368,232,3.0,7.0,-0.4,-0.093,-0.0533
chr10_2506,1,5000,2092,4183,495,12.0,8.0,0.2,0.0345,0.0225
chr10_2508,1,5000,1735,3469,480,11.0,9.0,0.1,0.0143,0.0091
chr10_2509,1,5000,2500,5000,615,16.0,13.0,0.1034,0.0186,0.0119
chr10_250,1,5000,2381,4761,598,10.0,9.0,0.0526,0.0061,0.0042
chr10_2510,1,5000,2389,4777,646,13.0,16.0,-0.1034,-0.0158,-0.01
chr10_2511,1,5000,2040,4080,345,7.0,6.0,0.0769,0.0114,0.0071
chr10_2512,1,5000,2392,4783,282,3.0,3.0,0.0,0.0,0.0
chr10_2513,1,5000,2358,4715,537,12.0,8.0,0.2,0.0245,0.0154
chr10_2516,1,5000,2412,4823,522,11.0,7.0,0.2222,0.026,0.0179
chr10_2517,1,5000,1735,3469,408,12.0,4.0,0.5,0.0548,0.0381
chr10_2519,1,5000,2439,4877,515,11.0,10.0,0.0476,0.0069,0.0044
chr10_251,1,5000,2373,4745,559,17.0,8.0,0.36,0.0776,0.0452
chr10_2521,1,5000,2373,4746,452,6.0,12.0,-0.3333,-0.0435,-0.0287
chr10_2524,1,5000,2500,5000,352,7.0,7.0,0.0,0.0,0.0
chr10_2525,1,5000,2392,4783,453,4.0,5.0,-0.1111,-0.0085,-0.0058
chr10_2526,1,5000,2224,4448,341,7.0,5.0,0.1667,0.0222,0.0142
chr10_2528,1,5000,2100,4200,315,6.0,6.0,0.0,0.0,0.0
chr10_2529,1,5000,2361,4722,619,11.0,9.0,0.1,0.0128,0.0083
chr10_2530,1,5000,2500,5000,589,11.0,7.0,0.2222,0.0235,0.0157
chr10_2531,1,5000,2376,4752,474,15.0,3.0,0.6667,0.0896,0.0603
chr10_2532,1,5000,2271,4541,422,8.0,5.0,0.2308,0.0283,0.0192
chr10_2533,1,5000,2140,4279,565,20.0,9.0,0.3793,0.071,0.0431
