#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
ASM15162v1	DF091832.1	NW_004581607.1	DF091832.1	GPS_001612499.1
ASM15162v1	DF091833.1	NW_004581608.1	DF091833.1	GPS_001612500.1
ASM15162v1	DF091834.1	NW_004581609.1	DF091834.1	GPS_001612501.1
ASM15162v1	DF091835.1	NW_004581610.1	DF091835.1	GPS_001612502.1
ASM15162v1	DF091836.1	NW_004581611.1	DF091836.1	GPS_001612503.1
ASM15162v1	DF091837.1	NW_004581612.1	DF091837.1	GPS_001612504.1
ASM15162v1	DF091838.1	NW_004581613.1	DF091838.1	GPS_001612505.1
ASM15162v1	DF091839.1	NW_004581614.1	DF091839.1	GPS_001612506.1
ASM15162v1	DF091840.1	NW_004581615.1	DF091840.1	GPS_001612507.1
ASM15162v1	DF091841.1	NW_004581616.1	DF091841.1	GPS_001612508.1
ASM15162v1	DF091842.1	NW_004581617.1	DF091842.1	GPS_001612509.1
ASM15162v1	DF091843.1	NW_004581618.1	DF091843.1	GPS_001612510.1
ASM15162v1	DF091844.1	NW_004581619.1	DF091844.1	GPS_001612511.1
ASM15162v1	DF091845.1	NW_004581620.1	DF091845.1	GPS_001612512.1
ASM15162v1	DF091846.1	NW_004581621.1	DF091846.1	GPS_001612513.1
ASM15162v1	DF091847.1	NW_004581622.1	DF091847.1	GPS_001612514.1
ASM15162v1	DF091848.1	NW_004581623.1	DF091848.1	GPS_001612515.1
ASM15162v1	DF091849.1	NW_004581624.1	DF091849.1	GPS_001612516.1
ASM15162v1	DF091850.1	NW_004581625.1	DF091850.1	GPS_001612517.1
ASM15162v1	DF091851.1	NW_004581626.1	DF091851.1	GPS_001612518.1
ASM15162v1	DF091852.1	NW_004581627.1	DF091852.1	GPS_001612519.1
ASM15162v1	DF091853.1	NW_004581628.1	DF091853.1	GPS_001612520.1
ASM15162v1	DF091854.1	NW_004581629.1	DF091854.1	GPS_001612521.1
ASM15162v1	DF091855.1	NW_004581630.1	DF091855.1	GPS_001612522.1
ASM15162v1	DF091856.1	NW_004581631.1	DF091856.1	GPS_001612523.1
ASM15162v1	DF091857.1	NW_004581632.1	DF091857.1	GPS_001612524.1
ASM15162v1	DF091858.1	NW_004581633.1	DF091858.1	GPS_001612525.1
ASM15162v1	DF091859.1	NW_004581634.1	DF091859.1	GPS_001612526.1
ASM15162v1	DF091860.1	NW_004581635.1	DF091860.1	GPS_001612527.1
ASM15162v1	DF091861.1	NW_004581636.1	DF091861.1	GPS_001612528.1
ASM15162v1	DF091862.1	NW_004581637.1	DF091862.1	GPS_001612529.1
ASM15162v1	DF091863.1	NW_004581638.1	DF091863.1	GPS_001612530.1
ASM15162v1	DF091864.1	NW_004581639.1	DF091864.1	GPS_001612531.1
ASM15162v1	DF091865.1	NW_004581640.1	DF091865.1	GPS_001612532.1
ASM15162v1	DF091866.1	NW_004581641.1	DF091866.1	GPS_001612533.1
ASM15162v1	DF091867.1	NW_004581642.1	DF091867.1	GPS_001612534.1
ASM15162v1	DF091868.1	NW_004581643.1	DF091868.1	GPS_001612535.1
ASM15162v1	DF091869.1	NW_004581644.1	DF091869.1	GPS_001612536.1
ASM15162v1	DF091870.1	NW_004581645.1	DF091870.1	GPS_001612537.1
ASM15162v1	DF091871.1	NW_004581646.1	DF091871.1	GPS_001612538.1
ASM15162v1	DF091872.1	NW_004581647.1	DF091872.1	GPS_001612539.1
ASM15162v1	DF091873.1	NW_004581648.1	DF091873.1	GPS_001612540.1
ASM15162v1	DF091874.1	NW_004581649.1	DF091874.1	GPS_001612541.1
ASM15162v1	DF091875.1	NW_004581650.1	DF091875.1	GPS_001612542.1
ASM15162v1	DF091876.1	NW_004581651.1	DF091876.1	GPS_001612543.1
ASM15162v1	DF091877.1	NW_004581652.1	DF091877.1	GPS_001612544.1
ASM15162v1	DF091878.1	NW_004581653.1	DF091878.1	GPS_001612545.1
ASM15162v1	DF091879.1	NW_004581654.1	DF091879.1	GPS_001612546.1
ASM15162v1	DF091880.1	NW_004581655.1	DF091880.1	GPS_001612547.1
ASM15162v1	DF091881.1	NW_004581656.1	DF091881.1	GPS_001612548.1
ASM15162v1	DF091882.1	NW_004581657.1	DF091882.1	GPS_001612549.1
ASM15162v1	DF091883.1	NW_004581658.1	DF091883.1	GPS_001612550.1
ASM15162v1	DF091884.1	NW_004581659.1	DF091884.1	GPS_001612551.1
ASM15162v1	DF091885.1	NW_004581660.1	DF091885.1	GPS_001612552.1
ASM15162v1	DF091886.1	NW_004581661.1	DF091886.1	GPS_001612553.1
ASM15162v1	DF091887.1	NW_004581662.1	DF091887.1	GPS_001612554.1
ASM15162v1	DF091888.1	NW_004581663.1	DF091888.1	GPS_001612555.1
ASM15162v1	DF091889.1	NW_004581664.1	DF091889.1	GPS_001612556.1
ASM15162v1	DF091890.1	NW_004581665.1	DF091890.1	GPS_001612557.1
ASM15162v1	DF091891.1	NW_004581666.1	DF091891.1	GPS_001612558.1
ASM15162v1	DF091892.1	NW_004581667.1	DF091892.1	GPS_001612559.1
ASM15162v1	DF091893.1	NW_004581668.1	DF091893.1	GPS_001612560.1
ASM15162v1	DF091894.1	NW_004581669.1	DF091894.1	GPS_001612561.1
ASM15162v1	DF091895.1	NW_004581670.1	DF091895.1	GPS_001612562.1
ASM15162v1	DF091896.1	NW_004581671.1	DF091896.1	GPS_001612563.1
ASM15162v1	DF091897.1	NW_004581672.1	DF091897.1	GPS_001612564.1
ASM15162v1	DF091898.1	NW_004581673.1	DF091898.1	GPS_001612565.1
ASM15162v1	DF091899.1	NW_004581674.1	DF091899.1	GPS_001612566.1
ASM15162v1	DF091900.1	NW_004581675.1	DF091900.1	GPS_001612567.1
ASM15162v1	DF091901.1	NW_004581676.1	DF091901.1	GPS_001612568.1
ASM15162v1	DF091902.1	NW_004581677.1	DF091902.1	GPS_001612569.1
ASM15162v1	DF091903.1	NW_004581678.1	DF091903.1	GPS_001612570.1
ASM15162v1	DF090345.1	NW_004581679.1	DF090345.1	GPS_001612571.1
ASM15162v1	DF090346.1	NW_004581680.1	DF090346.1	GPS_001612572.1
ASM15162v1	DF090347.1	NW_004581681.1	DF090347.1	GPS_001612573.1
ASM15162v1	DF090348.1	NW_004581682.1	DF090348.1	GPS_001612574.1
ASM15162v1	DF090349.1	NW_004581683.1	DF090349.1	GPS_001612575.1
ASM15162v1	DF090350.1	NW_004581684.1	DF090350.1	GPS_001612576.1
ASM15162v1	DF090351.1	NW_004581685.1	DF090351.1	GPS_001612577.1
ASM15162v1	DF090352.1	NW_004581686.1	DF090352.1	GPS_001612578.1
ASM15162v1	DF090353.1	NW_004581687.1	DF090353.1	GPS_001612579.1
ASM15162v1	DF090354.1	NW_004581688.1	DF090354.1	GPS_001612580.1
ASM15162v1	DF090355.1	NW_004581689.1	DF090355.1	GPS_001612581.1
ASM15162v1	DF090356.1	NW_004581690.1	DF090356.1	GPS_001612582.1
ASM15162v1	DF090357.1	NW_004581691.1	DF090357.1	GPS_001612583.1
ASM15162v1	DF090358.1	NW_004581692.1	DF090358.1	GPS_001612584.1
ASM15162v1	DF090359.1	NW_004581693.1	DF090359.1	GPS_001612585.1
ASM15162v1	DF090360.1	NW_004581694.1	DF090360.1	GPS_001612586.1
ASM15162v1	DF090361.1	NW_004581695.1	DF090361.1	GPS_001612587.1
ASM15162v1	DF090362.1	NW_004581696.1	DF090362.1	GPS_001612588.1
ASM15162v1	DF090363.1	NW_004581697.1	DF090363.1	GPS_001612589.1
ASM15162v1	DF090364.1	NW_004581698.1	DF090364.1	GPS_001612590.1
ASM15162v1	DF090365.1	NW_004581699.1	DF090365.1	GPS_001612591.1
ASM15162v1	DF090366.1	NW_004581700.1	DF090366.1	GPS_001612592.1
ASM15162v1	DF090367.1	NW_004581701.1	DF090367.1	GPS_001612593.1
ASM15162v1	DF090368.1	NW_004581702.1	DF090368.1	GPS_001612594.1
ASM15162v1	DF090369.1	NW_004581703.1	DF090369.1	GPS_001612595.1
ASM15162v1	DF090370.1	NW_004581704.1	DF090370.1	GPS_001612596.1
ASM15162v1	DF090371.1	NW_004581705.1	DF090371.1	GPS_001612597.1
ASM15162v1	DF090372.1	NW_004581706.1	DF090372.1	GPS_001612598.1
ASM15162v1	DF090373.1	NW_004581707.1	DF090373.1	GPS_001612599.1
ASM15162v1	DF090374.1	NW_004581708.1	DF090374.1	GPS_001612600.1
ASM15162v1	DF090375.1	NW_004581709.1	DF090375.1	GPS_001612601.1
ASM15162v1	DF090376.1	NW_004581710.1	DF090376.1	GPS_001612602.1
ASM15162v1	DF090377.1	NW_004581711.1	DF090377.1	GPS_001612603.1
ASM15162v1	DF090378.1	NW_004581712.1	DF090378.1	GPS_001612604.1
ASM15162v1	DF090379.1	NW_004581713.1	DF090379.1	GPS_001612605.1
ASM15162v1	DF090380.1	NW_004581714.1	DF090380.1	GPS_001612606.1
ASM15162v1	DF090381.1	NW_004581715.1	DF090381.1	GPS_001612607.1
ASM15162v1	DF090382.1	NW_004581716.1	DF090382.1	GPS_001612608.1
ASM15162v1	DF090383.1	NW_004581717.1	DF090383.1	GPS_001612609.1
ASM15162v1	DF090384.1	NW_004581718.1	DF090384.1	GPS_001612610.1
ASM15162v1	DF090385.1	NW_004581719.1	DF090385.1	GPS_001612611.1
ASM15162v1	DF090386.1	NW_004581720.1	DF090386.1	GPS_001612612.1
ASM15162v1	DF090387.1	NW_004581721.1	DF090387.1	GPS_001612613.1
ASM15162v1	DF090388.1	NW_004581722.1	DF090388.1	GPS_001612614.1
ASM15162v1	DF090389.1	NW_004581723.1	DF090389.1	GPS_001612615.1
ASM15162v1	DF090390.1	NW_004581724.1	DF090390.1	GPS_001612616.1
ASM15162v1	DF090391.1	NW_004581725.1	DF090391.1	GPS_001612617.1
ASM15162v1	DF090392.1	NW_004581726.1	DF090392.1	GPS_001612618.1
ASM15162v1	DF090393.1	NW_004581727.1	DF090393.1	GPS_001612619.1
ASM15162v1	DF090394.1	NW_004581728.1	DF090394.1	GPS_001612620.1
ASM15162v1	DF090395.1	NW_004581729.1	DF090395.1	GPS_001612621.1
ASM15162v1	DF090396.1	NW_004581730.1	DF090396.1	GPS_001612622.1
ASM15162v1	DF090397.1	NW_004581731.1	DF090397.1	GPS_001612623.1
ASM15162v1	DF090398.1	NW_004581732.1	DF090398.1	GPS_001612624.1
ASM15162v1	DF090399.1	NW_004581733.1	DF090399.1	GPS_001612625.1
ASM15162v1	DF090400.1	NW_004581734.1	DF090400.1	GPS_001612626.1
ASM15162v1	DF090401.1	NW_004581735.1	DF090401.1	GPS_001612627.1
ASM15162v1	DF090402.1	NW_004581736.1	DF090402.1	GPS_001612628.1
ASM15162v1	DF090403.1	NW_004581737.1	DF090403.1	GPS_001612629.1
ASM15162v1	DF090404.1	NW_004581738.1	DF090404.1	GPS_001612630.1
ASM15162v1	DF090405.1	NW_004581739.1	DF090405.1	GPS_001612631.1
ASM15162v1	DF090406.1	NW_004581740.1	DF090406.1	GPS_001612632.1
ASM15162v1	DF090407.1	NW_004581741.1	DF090407.1	GPS_001612633.1
ASM15162v1	DF090408.1	NW_004581742.1	DF090408.1	GPS_001612634.1
ASM15162v1	DF090409.1	NW_004581743.1	DF090409.1	GPS_001612635.1
ASM15162v1	DF090410.1	NW_004581744.1	DF090410.1	GPS_001612636.1
ASM15162v1	DF090411.1	NW_004581745.1	DF090411.1	GPS_001612637.1
ASM15162v1	DF090412.1	NW_004581746.1	DF090412.1	GPS_001612638.1
ASM15162v1	DF090413.1	NW_004581747.1	DF090413.1	GPS_001612639.1
ASM15162v1	DF090414.1	NW_004581748.1	DF090414.1	GPS_001612640.1
ASM15162v1	DF090415.1	NW_004581749.1	DF090415.1	GPS_001612641.1
ASM15162v1	DF090416.1	NW_004581750.1	DF090416.1	GPS_001612642.1
ASM15162v1	DF090417.1	NW_004581751.1	DF090417.1	GPS_001612643.1
ASM15162v1	DF090418.1	NW_004581752.1	DF090418.1	GPS_001612644.1
ASM15162v1	DF090419.1	NW_004581753.1	DF090419.1	GPS_001612645.1
ASM15162v1	DF090420.1	NW_004581754.1	DF090420.1	GPS_001612646.1
ASM15162v1	DF090421.1	NW_004581755.1	DF090421.1	GPS_001612647.1
ASM15162v1	DF090422.1	NW_004581756.1	DF090422.1	GPS_001612648.1
ASM15162v1	DF090423.1	NW_004581757.1	DF090423.1	GPS_001612649.1
ASM15162v1	DF090424.1	NW_004581758.1	DF090424.1	GPS_001612650.1
ASM15162v1	DF090425.1	NW_004581759.1	DF090425.1	GPS_001612651.1
ASM15162v1	DF090426.1	NW_004581760.1	DF090426.1	GPS_001612652.1
ASM15162v1	DF090427.1	NW_004581761.1	DF090427.1	GPS_001612653.1
ASM15162v1	DF090428.1	NW_004581762.1	DF090428.1	GPS_001612654.1
ASM15162v1	DF090429.1	NW_004581763.1	DF090429.1	GPS_001612655.1
ASM15162v1	DF090430.1	NW_004581764.1	DF090430.1	GPS_001612656.1
ASM15162v1	DF090431.1	NW_004581765.1	DF090431.1	GPS_001612657.1
ASM15162v1	DF090432.1	NW_004581766.1	DF090432.1	GPS_001612658.1
ASM15162v1	DF090433.1	NW_004581767.1	DF090433.1	GPS_001612659.1
ASM15162v1	DF090434.1	NW_004581768.1	DF090434.1	GPS_001612660.1
ASM15162v1	DF090435.1	NW_004581769.1	DF090435.1	GPS_001612661.1
ASM15162v1	DF090436.1	NW_004581770.1	DF090436.1	GPS_001612662.1
ASM15162v1	DF090437.1	NW_004581771.1	DF090437.1	GPS_001612663.1
ASM15162v1	DF090438.1	NW_004581772.1	DF090438.1	GPS_001612664.1
ASM15162v1	DF090439.1	NW_004581773.1	DF090439.1	GPS_001612665.1
ASM15162v1	DF090440.1	NW_004581774.1	DF090440.1	GPS_001612666.1
ASM15162v1	DF090441.1	NW_004581775.1	DF090441.1	GPS_001612667.1
ASM15162v1	DF090442.1	NW_004581776.1	DF090442.1	GPS_001612668.1
ASM15162v1	DF090443.1	NW_004581777.1	DF090443.1	GPS_001612669.1
ASM15162v1	DF090444.1	NW_004581778.1	DF090444.1	GPS_001612670.1
ASM15162v1	DF090445.1	NW_004581779.1	DF090445.1	GPS_001612671.1
ASM15162v1	DF090446.1	NW_004581780.1	DF090446.1	GPS_001612672.1
ASM15162v1	DF090447.1	NW_004581781.1	DF090447.1	GPS_001612673.1
ASM15162v1	DF090448.1	NW_004581782.1	DF090448.1	GPS_001612674.1
ASM15162v1	DF090449.1	NW_004581783.1	DF090449.1	GPS_001612675.1
ASM15162v1	DF090450.1	NW_004581784.1	DF090450.1	GPS_001612676.1
ASM15162v1	DF090451.1	NW_004581785.1	DF090451.1	GPS_001612677.1
ASM15162v1	DF090452.1	NW_004581786.1	DF090452.1	GPS_001612678.1
ASM15162v1	DF090453.1	NW_004581787.1	DF090453.1	GPS_001612679.1
ASM15162v1	DF090454.1	NW_004581788.1	DF090454.1	GPS_001612680.1
ASM15162v1	DF090455.1	NW_004581789.1	DF090455.1	GPS_001612681.1
ASM15162v1	DF090456.1	NW_004581790.1	DF090456.1	GPS_001612682.1
ASM15162v1	DF090457.1	NW_004581791.1	DF090457.1	GPS_001612683.1
ASM15162v1	DF090458.1	NW_004581792.1	DF090458.1	GPS_001612684.1
ASM15162v1	DF090459.1	NW_004581793.1	DF090459.1	GPS_001612685.1
ASM15162v1	DF090460.1	NW_004581794.1	DF090460.1	GPS_001612686.1
ASM15162v1	DF090461.1	NW_004581795.1	DF090461.1	GPS_001612687.1
ASM15162v1	DF090462.1	NW_004581796.1	DF090462.1	GPS_001612688.1
ASM15162v1	DF090463.1	NW_004581797.1	DF090463.1	GPS_001612689.1
ASM15162v1	DF090464.1	NW_004581798.1	DF090464.1	GPS_001612690.1
ASM15162v1	DF090465.1	NW_004581799.1	DF090465.1	GPS_001612691.1
ASM15162v1	DF090466.1	NW_004581800.1	DF090466.1	GPS_001612692.1
ASM15162v1	DF090467.1	NW_004581801.1	DF090467.1	GPS_001612693.1
ASM15162v1	DF090468.1	NW_004581802.1	DF090468.1	GPS_001612694.1
ASM15162v1	DF090469.1	NW_004581803.1	DF090469.1	GPS_001612695.1
ASM15162v1	DF090470.1	NW_004581804.1	DF090470.1	GPS_001612696.1
ASM15162v1	DF090471.1	NW_004581805.1	DF090471.1	GPS_001612697.1
ASM15162v1	DF090472.1	NW_004581806.1	DF090472.1	GPS_001612698.1
ASM15162v1	DF090473.1	NW_004581807.1	DF090473.1	GPS_001612699.1
ASM15162v1	DF090474.1	NW_004581808.1	DF090474.1	GPS_001612700.1
ASM15162v1	DF090475.1	NW_004581809.1	DF090475.1	GPS_001612701.1
ASM15162v1	DF090476.1	NW_004581810.1	DF090476.1	GPS_001612702.1
ASM15162v1	DF090477.1	NW_004581811.1	DF090477.1	GPS_001612703.1
ASM15162v1	DF090478.1	NW_004581812.1	DF090478.1	GPS_001612704.1
ASM15162v1	DF090479.1	NW_004581813.1	DF090479.1	GPS_001612705.1
ASM15162v1	DF090480.1	NW_004581814.1	DF090480.1	GPS_001612706.1
ASM15162v1	DF090481.1	NW_004581815.1	DF090481.1	GPS_001612707.1
ASM15162v1	DF090482.1	NW_004581816.1	DF090482.1	GPS_001612708.1
ASM15162v1	DF090483.1	NW_004581817.1	DF090483.1	GPS_001612709.1
ASM15162v1	DF090484.1	NW_004581818.1	DF090484.1	GPS_001612710.1
ASM15162v1	DF090485.1	NW_004581819.1	DF090485.1	GPS_001612711.1
ASM15162v1	DF090486.1	NW_004581820.1	DF090486.1	GPS_001612712.1
ASM15162v1	DF090487.1	NW_004581821.1	DF090487.1	GPS_001612713.1
ASM15162v1	DF090488.1	NW_004581822.1	DF090488.1	GPS_001612714.1
ASM15162v1	DF090489.1	NW_004581823.1	DF090489.1	GPS_001612715.1
ASM15162v1	DF090490.1	NW_004581824.1	DF090490.1	GPS_001612716.1
ASM15162v1	DF090491.1	NW_004581825.1	DF090491.1	GPS_001612717.1
ASM15162v1	DF090492.1	NW_004581826.1	DF090492.1	GPS_001612718.1
ASM15162v1	DF090493.1	NW_004581827.1	DF090493.1	GPS_001612719.1
ASM15162v1	DF090494.1	NW_004581828.1	DF090494.1	GPS_001612720.1
ASM15162v1	DF090495.1	NW_004581829.1	DF090495.1	GPS_001612721.1
ASM15162v1	DF090496.1	NW_004581830.1	DF090496.1	GPS_001612722.1
ASM15162v1	DF090497.1	NW_004581831.1	DF090497.1	GPS_001612723.1
ASM15162v1	DF090498.1	NW_004581832.1	DF090498.1	GPS_001612724.1
ASM15162v1	DF090499.1	NW_004581833.1	DF090499.1	GPS_001612725.1
ASM15162v1	DF090500.1	NW_004581834.1	DF090500.1	GPS_001612726.1
ASM15162v1	DF090501.1	NW_004581835.1	DF090501.1	GPS_001612727.1
ASM15162v1	DF090502.1	NW_004581836.1	DF090502.1	GPS_001612728.1
ASM15162v1	DF090503.1	NW_004581837.1	DF090503.1	GPS_001612729.1
ASM15162v1	DF090504.1	NW_004581838.1	DF090504.1	GPS_001612730.1
ASM15162v1	DF090505.1	NW_004581839.1	DF090505.1	GPS_001612731.1
ASM15162v1	DF090506.1	NW_004581840.1	DF090506.1	GPS_001612732.1
ASM15162v1	DF090507.1	NW_004581841.1	DF090507.1	GPS_001612733.1
ASM15162v1	DF090508.1	NW_004581842.1	DF090508.1	GPS_001612734.1
ASM15162v1	DF090509.1	NW_004581843.1	DF090509.1	GPS_001612735.1
ASM15162v1	DF090510.1	NW_004581844.1	DF090510.1	GPS_001612736.1
ASM15162v1	DF090511.1	NW_004581845.1	DF090511.1	GPS_001612737.1
ASM15162v1	DF090512.1	NW_004581846.1	DF090512.1	GPS_001612738.1
ASM15162v1	DF090513.1	NW_004581847.1	DF090513.1	GPS_001612739.1
ASM15162v1	DF090514.1	NW_004581848.1	DF090514.1	GPS_001612740.1
ASM15162v1	DF090515.1	NW_004581849.1	DF090515.1	GPS_001612741.1
ASM15162v1	DF090516.1	NW_004581850.1	DF090516.1	GPS_001612742.1
ASM15162v1	DF090517.1	NW_004581851.1	DF090517.1	GPS_001612743.1
ASM15162v1	DF090518.1	NW_004581852.1	DF090518.1	GPS_001612744.1
ASM15162v1	DF090519.1	NW_004581853.1	DF090519.1	GPS_001612745.1
ASM15162v1	DF090520.1	NW_004581854.1	DF090520.1	GPS_001612746.1
ASM15162v1	DF090521.1	NW_004581855.1	DF090521.1	GPS_001612747.1
ASM15162v1	DF090522.1	NW_004581856.1	DF090522.1	GPS_001612748.1
ASM15162v1	DF090523.1	NW_004581857.1	DF090523.1	GPS_001612749.1
ASM15162v1	DF090524.1	NW_004581858.1	DF090524.1	GPS_001612750.1
ASM15162v1	DF090525.1	NW_004581859.1	DF090525.1	GPS_001612751.1
ASM15162v1	DF090526.1	NW_004581860.1	DF090526.1	GPS_001612752.1
ASM15162v1	DF090527.1	NW_004581861.1	DF090527.1	GPS_001612753.1
ASM15162v1	DF090528.1	NW_004581862.1	DF090528.1	GPS_001612754.1
ASM15162v1	DF090529.1	NW_004581863.1	DF090529.1	GPS_001612755.1
ASM15162v1	DF090530.1	NW_004581864.1	DF090530.1	GPS_001612756.1
ASM15162v1	DF090531.1	NW_004581865.1	DF090531.1	GPS_001612757.1
ASM15162v1	DF090532.1	NW_004581866.1	DF090532.1	GPS_001612758.1
ASM15162v1	DF090533.1	NW_004581867.1	DF090533.1	GPS_001612759.1
ASM15162v1	DF090534.1	NW_004581868.1	DF090534.1	GPS_001612760.1
ASM15162v1	DF090535.1	NW_004581869.1	DF090535.1	GPS_001612761.1
ASM15162v1	DF090536.1	NW_004581870.1	DF090536.1	GPS_001612762.1
ASM15162v1	DF090537.1	NW_004581871.1	DF090537.1	GPS_001612763.1
ASM15162v1	DF090538.1	NW_004581872.1	DF090538.1	GPS_001612764.1
ASM15162v1	DF090539.1	NW_004581873.1	DF090539.1	GPS_001612765.1
ASM15162v1	DF090540.1	NW_004581874.1	DF090540.1	GPS_001612766.1
ASM15162v1	DF090541.1	NW_004581875.1	DF090541.1	GPS_001612767.1
ASM15162v1	DF090542.1	NW_004581876.1	DF090542.1	GPS_001612768.1
ASM15162v1	DF090543.1	NW_004581877.1	DF090543.1	GPS_001612769.1
ASM15162v1	DF090544.1	NW_004581878.1	DF090544.1	GPS_001612770.1
ASM15162v1	DF090545.1	NW_004581879.1	DF090545.1	GPS_001612771.1
ASM15162v1	DF090546.1	NW_004581880.1	DF090546.1	GPS_001612772.1
ASM15162v1	DF090547.1	NW_004581881.1	DF090547.1	GPS_001612773.1
ASM15162v1	DF090548.1	NW_004581882.1	DF090548.1	GPS_001612774.1
ASM15162v1	DF090549.1	NW_004581883.1	DF090549.1	GPS_001612775.1
ASM15162v1	DF090550.1	NW_004581884.1	DF090550.1	GPS_001612776.1
ASM15162v1	DF090551.1	NW_004581885.1	DF090551.1	GPS_001612777.1
ASM15162v1	DF090552.1	NW_004581886.1	DF090552.1	GPS_001612778.1
ASM15162v1	DF090553.1	NW_004581887.1	DF090553.1	GPS_001612779.1
ASM15162v1	DF090554.1	NW_004581888.1	DF090554.1	GPS_001612780.1
ASM15162v1	DF090555.1	NW_004581889.1	DF090555.1	GPS_001612781.1
ASM15162v1	DF090556.1	NW_004581890.1	DF090556.1	GPS_001612782.1
ASM15162v1	DF090557.1	NW_004581891.1	DF090557.1	GPS_001612783.1
ASM15162v1	DF090558.1	NW_004581892.1	DF090558.1	GPS_001612784.1
ASM15162v1	DF090559.1	NW_004581893.1	DF090559.1	GPS_001612785.1
ASM15162v1	DF090560.1	NW_004581894.1	DF090560.1	GPS_001612786.1
ASM15162v1	DF090562.1	NW_004581895.1	DF090562.1	GPS_001612787.1
ASM15162v1	DF091287.1	NW_004581896.1	DF091287.1	GPS_001612788.1
ASM15162v1	DF091288.1	NW_004581897.1	DF091288.1	GPS_001612789.1
ASM15162v1	DF091289.1	NW_004581898.1	DF091289.1	GPS_001612790.1
ASM15162v1	DF091290.1	NW_004581899.1	DF091290.1	GPS_001612791.1
ASM15162v1	DF091291.1	NW_004581900.1	DF091291.1	GPS_001612792.1
ASM15162v1	DF091292.1	NW_004581901.1	DF091292.1	GPS_001612793.1
ASM15162v1	DF091293.1	NW_004581902.1	DF091293.1	GPS_001612794.1
ASM15162v1	DF091294.1	NW_004581903.1	DF091294.1	GPS_001612795.1
ASM15162v1	DF091295.1	NW_004581904.1	DF091295.1	GPS_001612796.1
ASM15162v1	DF091296.1	NW_004581905.1	DF091296.1	GPS_001612797.1
ASM15162v1	DF091297.1	NW_004581906.1	DF091297.1	GPS_001612798.1
ASM15162v1	DF091298.1	NW_004581907.1	DF091298.1	GPS_001612799.1
ASM15162v1	DF091299.1	NW_004581908.1	DF091299.1	GPS_001612800.1
ASM15162v1	DF091300.1	NW_004581909.1	DF091300.1	GPS_001612801.1
ASM15162v1	DF091301.1	NW_004581910.1	DF091301.1	GPS_001612802.1
ASM15162v1	DF091302.1	NW_004581911.1	DF091302.1	GPS_001612803.1
ASM15162v1	DF091303.1	NW_004581912.1	DF091303.1	GPS_001612804.1
ASM15162v1	DF091304.1	NW_004581913.1	DF091304.1	GPS_001612805.1
ASM15162v1	DF091305.1	NW_004581914.1	DF091305.1	GPS_001612806.1
ASM15162v1	DF091306.1	NW_004581915.1	DF091306.1	GPS_001612807.1
ASM15162v1	DF091307.1	NW_004581916.1	DF091307.1	GPS_001612808.1
ASM15162v1	DF091308.1	NW_004581917.1	DF091308.1	GPS_001612809.1
ASM15162v1	DF091309.1	NW_004581918.1	DF091309.1	GPS_001612810.1
ASM15162v1	DF091310.1	NW_004581919.1	DF091310.1	GPS_001612811.1
ASM15162v1	DF091311.1	NW_004581920.1	DF091311.1	GPS_001612812.1
ASM15162v1	DF091312.1	NW_004581921.1	DF091312.1	GPS_001612813.1
ASM15162v1	DF091313.1	NW_004581922.1	DF091313.1	GPS_001612814.1
ASM15162v1	DF091314.1	NW_004581923.1	DF091314.1	GPS_001612815.1
ASM15162v1	DF091315.1	NW_004581924.1	DF091315.1	GPS_001612816.1
ASM15162v1	DF091316.1	NW_004581925.1	DF091316.1	GPS_001612817.1
ASM15162v1	DF091317.1	NW_004581926.1	DF091317.1	GPS_001612818.1
ASM15162v1	DF091318.1	NW_004581927.1	DF091318.1	GPS_001612819.1
ASM15162v1	DF091319.1	NW_004581928.1	DF091319.1	GPS_001612820.1
ASM15162v1	DF091320.1	NW_004581929.1	DF091320.1	GPS_001612821.1
ASM15162v1	DF091321.1	NW_004581930.1	DF091321.1	GPS_001612822.1
ASM15162v1	DF091322.1	NW_004581931.1	DF091322.1	GPS_001612823.1
ASM15162v1	DF091323.1	NW_004581932.1	DF091323.1	GPS_001612824.1
ASM15162v1	DF091324.1	NW_004581933.1	DF091324.1	GPS_001612825.1
ASM15162v1	DF091325.1	NW_004581934.1	DF091325.1	GPS_001612826.1
ASM15162v1	DF091326.1	NW_004581935.1	DF091326.1	GPS_001612827.1
ASM15162v1	DF091327.1	NW_004581936.1	DF091327.1	GPS_001612828.1
ASM15162v1	DF091328.1	NW_004581937.1	DF091328.1	GPS_001612829.1
ASM15162v1	DF091329.1	NW_004581938.1	DF091329.1	GPS_001612830.1
ASM15162v1	DF091330.1	NW_004581939.1	DF091330.1	GPS_001612831.1
ASM15162v1	DF091331.1	NW_004581940.1	DF091331.1	GPS_001612832.1
ASM15162v1	DF091332.1	NW_004581941.1	DF091332.1	GPS_001612833.1
ASM15162v1	DF091333.1	NW_004581942.1	DF091333.1	GPS_001612834.1
ASM15162v1	DF091334.1	NW_004581943.1	DF091334.1	GPS_001612835.1
ASM15162v1	DF091335.1	NW_004581944.1	DF091335.1	GPS_001612836.1
ASM15162v1	DF091336.1	NW_004581945.1	DF091336.1	GPS_001612837.1
ASM15162v1	DF091337.1	NW_004581946.1	DF091337.1	GPS_001612838.1
